text,aspect,label
"Some constructive comments from my side are ;The mathematical side of finance is not explained in deep and some formulas and their meaning are not explained extensively, this can be improved",this,2
"Some constructive comments from my side are ;The mathematical side of finance is not explained in deep and some formulas and their meaning are not explained extensively, this can be improved",The mathematical side,2
"Some constructive comments from my side are ;The mathematical side of finance is not explained in deep and some formulas and their meaning are not explained extensively, this can be improved",their meaning,2
"Some constructive comments from my side are ;The mathematical side of finance is not explained in deep and some formulas and their meaning are not explained extensively, this can be improved",some formulas,2
"Some constructive comments from my side are ;The mathematical side of finance is not explained in deep and some formulas and their meaning are not explained extensively, this can be improved",finance,2
Especially out of the auditorium camera is continuously shaking and makes it hard to follow,the auditorium camera,2
It was a great learning experience under Professor Shiller,a great learning experience,2
It was a great learning experience under Professor Shiller,Professor Shiller,2
The best part about this course was that it not only discusses about stocks but also how our mental biases affect the financial markets at large,our mental biases,2
The best part about this course was that it not only discusses about stocks but also how our mental biases affect the financial markets at large,this course,2
The best part about this course was that it not only discusses about stocks but also how our mental biases affect the financial markets at large,the financial markets,2
The best part about this course was that it not only discusses about stocks but also how our mental biases affect the financial markets at large,The best part,2
The best part about this course was that it not only discusses about stocks but also how our mental biases affect the financial markets at large,stocks,2
"Also, the social issues mentioned with respect to financial literacy were very well documented",the social issues,2
"Also, the social issues mentioned with respect to financial literacy were very well documented",financial literacy,2
"Also, the social issues mentioned with respect to financial literacy were very well documented",respect,2
Getting to know about behavioral finance was definitely a new thing,a new thing,2
Getting to know about behavioral finance was definitely a new thing,behavioral finance,2
Regulatory aspects of various organisations and Acts was also a much needed touch,Regulatory aspects,2
Regulatory aspects of various organisations and Acts was also a much needed touch,various organisations,2
Regulatory aspects of various organisations and Acts was also a much needed touch,a much needed touch,2
Regulatory aspects of various organisations and Acts was also a much needed touch,Acts,2
Its an outstanding programme designed by Yale University,Yale University,2
Its an outstanding programme designed by Yale University,Its an outstanding programme,2
"I have been following prof Shiller from long, i didn't thought that  one day I'll take his course",prof Shiller,2
"I have been following prof Shiller from long, i didn't thought that  one day I'll take his course",his course,2
Thank God,God,2
"The course structure was highly commendable  ,it covered each and every aspect of Financial markets",each and every aspect,2
"The course structure was highly commendable  ,it covered each and every aspect of Financial markets",Financial markets,2
"The course structure was highly commendable  ,it covered each and every aspect of Financial markets",The course structure,2
Im sure Coursera and Yale University made me to stand as a strong Financial Advisor,Yale University,2
Im sure Coursera and Yale University made me to stand as a strong Financial Advisor,Coursera,2
Im sure Coursera and Yale University made me to stand as a strong Financial Advisor,a strong Financial Advisor,2
Thank you Coursera and Yale University for giving me the opportunity to pursue the great programme,Yale University,2
Thank you Coursera and Yale University for giving me the opportunity to pursue the great programme,you,2
Thank you Coursera and Yale University for giving me the opportunity to pursue the great programme,the opportunity,2
Thank you Coursera and Yale University for giving me the opportunity to pursue the great programme,Coursera,2
Thank you Coursera and Yale University for giving me the opportunity to pursue the great programme,the great programme,2
I used to be positively intimidated by just the word finance but that was before I found this course,this course,2
I used to be positively intimidated by just the word finance but that was before I found this course,that,2
I used to be positively intimidated by just the word finance but that was before I found this course,just the word finance,2
"I am a management student and was going to take marketing as an elective but after this course, I will be going for finance",an elective,2
"I am a management student and was going to take marketing as an elective but after this course, I will be going for finance",this course,2
"I am a management student and was going to take marketing as an elective but after this course, I will be going for finance",marketing,2
"I am a management student and was going to take marketing as an elective but after this course, I will be going for finance",a management student,2
"I am a management student and was going to take marketing as an elective but after this course, I will be going for finance",finance,2
It made me understand and see the complexity of finance and how it affects various prospects of life directly or indirectly,the complexity,2
It made me understand and see the complexity of finance and how it affects various prospects of life directly or indirectly,various prospects,2
It made me understand and see the complexity of finance and how it affects various prospects of life directly or indirectly,life,2
It made me understand and see the complexity of finance and how it affects various prospects of life directly or indirectly,finance,2
"Also, there couldn't have been a better person to be introduced to this world than Professor Shiller",Professor Shiller,2
"Also, there couldn't have been a better person to be introduced to this world than Professor Shiller",a better person,2
"Also, there couldn't have been a better person to be introduced to this world than Professor Shiller",this world,2
Financial Markets was a very intriguing and applicable course to real world situations,Financial Markets,2
Financial Markets was a very intriguing and applicable course to real world situations,real world situations,2
Financial Markets was a very intriguing and applicable course to real world situations,a very intriguing and applicable course,2
Robert Shiller incorporated personal experience into theory and mathematical equations which assisted in memorization and understanding of the financial institutions,Robert Shiller,2
Robert Shiller incorporated personal experience into theory and mathematical equations which assisted in memorization and understanding of the financial institutions,which,2
Robert Shiller incorporated personal experience into theory and mathematical equations which assisted in memorization and understanding of the financial institutions,memorization,2
Robert Shiller incorporated personal experience into theory and mathematical equations which assisted in memorization and understanding of the financial institutions,theory and mathematical equations,2
Robert Shiller incorporated personal experience into theory and mathematical equations which assisted in memorization and understanding of the financial institutions,understanding,2
Robert Shiller incorporated personal experience into theory and mathematical equations which assisted in memorization and understanding of the financial institutions,the financial institutions,2
Robert Shiller incorporated personal experience into theory and mathematical equations which assisted in memorization and understanding of the financial institutions,personal experience,2
The guest speakers further informed of innovative solutions which assisted developing nations in overcoming financial strain and availability of alternative funding through social institutions,which,2
The guest speakers further informed of innovative solutions which assisted developing nations in overcoming financial strain and availability of alternative funding through social institutions,financial strain,2
The guest speakers further informed of innovative solutions which assisted developing nations in overcoming financial strain and availability of alternative funding through social institutions,availability,2
The guest speakers further informed of innovative solutions which assisted developing nations in overcoming financial strain and availability of alternative funding through social institutions,developing nations,2
The guest speakers further informed of innovative solutions which assisted developing nations in overcoming financial strain and availability of alternative funding through social institutions,The guest speakers,2
The guest speakers further informed of innovative solutions which assisted developing nations in overcoming financial strain and availability of alternative funding through social institutions,social institutions,2
The guest speakers further informed of innovative solutions which assisted developing nations in overcoming financial strain and availability of alternative funding through social institutions,innovative solutions,2
The guest speakers further informed of innovative solutions which assisted developing nations in overcoming financial strain and availability of alternative funding through social institutions,alternative funding,2
"I want to thank Coursera, Yale University as well as Robert Shiller  for creating this course and making it free for all during these unprecedented times",Robert Shiller,2
"I want to thank Coursera, Yale University as well as Robert Shiller  for creating this course and making it free for all during these unprecedented times",Yale University,2
"I want to thank Coursera, Yale University as well as Robert Shiller  for creating this course and making it free for all during these unprecedented times",this course,2
"I want to thank Coursera, Yale University as well as Robert Shiller  for creating this course and making it free for all during these unprecedented times",these unprecedented times,2
"I want to thank Coursera, Yale University as well as Robert Shiller  for creating this course and making it free for all during these unprecedented times",Coursera,2
I believe that keeping the mind sharp is more important now than it has ever been and you have offered a chance for individuals like myself to do something positive with their time spent in isolation,something,2
I believe that keeping the mind sharp is more important now than it has ever been and you have offered a chance for individuals like myself to do something positive with their time spent in isolation,myself,2
I believe that keeping the mind sharp is more important now than it has ever been and you have offered a chance for individuals like myself to do something positive with their time spent in isolation,a chance,2
I believe that keeping the mind sharp is more important now than it has ever been and you have offered a chance for individuals like myself to do something positive with their time spent in isolation,their time,2
I believe that keeping the mind sharp is more important now than it has ever been and you have offered a chance for individuals like myself to do something positive with their time spent in isolation,the mind,2
I believe that keeping the mind sharp is more important now than it has ever been and you have offered a chance for individuals like myself to do something positive with their time spent in isolation,isolation,2
I believe that keeping the mind sharp is more important now than it has ever been and you have offered a chance for individuals like myself to do something positive with their time spent in isolation,individuals,2
I believe that keeping the mind sharp is more important now than it has ever been and you have offered a chance for individuals like myself to do something positive with their time spent in isolation,you,2
"If I'm ever passing New Haven, Connecticut I'll be sure to drop by and thank you in person",you,2
"If I'm ever passing New Haven, Connecticut I'll be sure to drop by and thank you in person",person,2
"If I'm ever passing New Haven, Connecticut I'll be sure to drop by and thank you in person",New Haven,2
"If I'm ever passing New Haven, Connecticut I'll be sure to drop by and thank you in person",Connecticut,2
"I would like to thanks Yale University and Coursera for this opportunity, this course contains information on Financial Markets that depending on how eager students are, one can go deeper and increase his/her knowledge",this opportunity,2
"I would like to thanks Yale University and Coursera for this opportunity, this course contains information on Financial Markets that depending on how eager students are, one can go deeper and increase his/her knowledge",one,2
"I would like to thanks Yale University and Coursera for this opportunity, this course contains information on Financial Markets that depending on how eager students are, one can go deeper and increase his/her knowledge",his/her knowledge,2
"I would like to thanks Yale University and Coursera for this opportunity, this course contains information on Financial Markets that depending on how eager students are, one can go deeper and increase his/her knowledge",this course,2
"I would like to thanks Yale University and Coursera for this opportunity, this course contains information on Financial Markets that depending on how eager students are, one can go deeper and increase his/her knowledge",students,2
"I would like to thanks Yale University and Coursera for this opportunity, this course contains information on Financial Markets that depending on how eager students are, one can go deeper and increase his/her knowledge",thanks Yale University,2
"I would like to thanks Yale University and Coursera for this opportunity, this course contains information on Financial Markets that depending on how eager students are, one can go deeper and increase his/her knowledge",information,2
"I would like to thanks Yale University and Coursera for this opportunity, this course contains information on Financial Markets that depending on how eager students are, one can go deeper and increase his/her knowledge",Financial Markets,2
"I would like to thanks Yale University and Coursera for this opportunity, this course contains information on Financial Markets that depending on how eager students are, one can go deeper and increase his/her knowledge",Coursera,2
"I Personally enjoyed the Options, Bonds and Financialization of real estate as topics",Bonds,2
"I Personally enjoyed the Options, Bonds and Financialization of real estate as topics",Financialization,2
"I Personally enjoyed the Options, Bonds and Financialization of real estate as topics",topics,2
"I Personally enjoyed the Options, Bonds and Financialization of real estate as topics",real estate,2
"I Personally enjoyed the Options, Bonds and Financialization of real estate as topics",the Options,2
I would like to see more engagement; for instant if we can add a section to have more up to date topics about financial industry,a section,2
I would like to see more engagement; for instant if we can add a section to have more up to date topics about financial industry,more engagement,2
I would like to see more engagement; for instant if we can add a section to have more up to date topics about financial industry,date topics,2
I would like to see more engagement; for instant if we can add a section to have more up to date topics about financial industry,financial industry,2
I am a chemist with no finance background,a chemist,2
I am a chemist with no finance background,no finance background,2
"About 6 months ago, I decided to start investing in the stock market and thought I would try this course to learn more about finance and I cannot praise this course enough",the stock market,2
"About 6 months ago, I decided to start investing in the stock market and thought I would try this course to learn more about finance and I cannot praise this course enough",this course,2
"About 6 months ago, I decided to start investing in the stock market and thought I would try this course to learn more about finance and I cannot praise this course enough",finance,2
I did really well and have learned a lot about investment strategies well beyond the stock market,the stock market,2
I did really well and have learned a lot about investment strategies well beyond the stock market,a lot,2
I did really well and have learned a lot about investment strategies well beyond the stock market,investment strategies,2
"I have recommended this course on my facebook to all of my friends and family and I will say, it is 100% worth your time",all,2
"I have recommended this course on my facebook to all of my friends and family and I will say, it is 100% worth your time",my friends,2
"I have recommended this course on my facebook to all of my friends and family and I will say, it is 100% worth your time",my facebook,2
"I have recommended this course on my facebook to all of my friends and family and I will say, it is 100% worth your time",this course,2
"I have recommended this course on my facebook to all of my friends and family and I will say, it is 100% worth your time",family,2
One of the best courses I've taken so far in Coursera,the best courses,2
One of the best courses I've taken so far in Coursera,Coursera,2
"""Financial Market"" was a great course that covered topics ranging from financial history to ethical and moral connotations of finance",ethical and moral connotations,2
"""Financial Market"" was a great course that covered topics ranging from financial history to ethical and moral connotations of finance",topics,2
"""Financial Market"" was a great course that covered topics ranging from financial history to ethical and moral connotations of finance",a great course,2
"""Financial Market"" was a great course that covered topics ranging from financial history to ethical and moral connotations of finance",Financial Market,2
"""Financial Market"" was a great course that covered topics ranging from financial history to ethical and moral connotations of finance",financial history,2
"""Financial Market"" was a great course that covered topics ranging from financial history to ethical and moral connotations of finance",that,2
"""Financial Market"" was a great course that covered topics ranging from financial history to ethical and moral connotations of finance",finance,2
"Moreover, finance and technology are in many ways connected",technology,2
"Moreover, finance and technology are in many ways connected",many ways,2
"Moreover, finance and technology are in many ways connected",finance,2
"Also, I would love to thank Professor Shiller for his excellent lecture that fascinated my understanding of finance",my understanding,2
"Also, I would love to thank Professor Shiller for his excellent lecture that fascinated my understanding of finance",his excellent lecture,2
"Also, I would love to thank Professor Shiller for his excellent lecture that fascinated my understanding of finance",Professor Shiller,2
"Also, I would love to thank Professor Shiller for his excellent lecture that fascinated my understanding of finance",that,2
"Also, I would love to thank Professor Shiller for his excellent lecture that fascinated my understanding of finance",finance,2
I look forward to taking more of his course lectures in the future,the future,2
I look forward to taking more of his course lectures in the future,his course,2
"THE COURSE WAS GREAT, THE PROFESSOR WAS AMAZING AND VERY THOUGHTFUL ON HOW TO PRESENT THE INFORMATION",THE PROFESSOR,2
"THE COURSE WAS GREAT, THE PROFESSOR WAS AMAZING AND VERY THOUGHTFUL ON HOW TO PRESENT THE INFORMATION",THE COURSE,2
"THE COURSE WAS GREAT, THE PROFESSOR WAS AMAZING AND VERY THOUGHTFUL ON HOW TO PRESENT THE INFORMATION",AMAZING AND VERY THOUGHTFUL,2
"THE COURSE WAS GREAT, THE PROFESSOR WAS AMAZING AND VERY THOUGHTFUL ON HOW TO PRESENT THE INFORMATION",THE INFORMATION,2
IT'S EVERYTHING I THOUGHT THE CLASS WOULD BE AND IT WAS FAIR TO ITS EXPLANATION ON WHAT WAS TO BE COVERED,ITS EXPLANATION,2
IT'S EVERYTHING I THOUGHT THE CLASS WOULD BE AND IT WAS FAIR TO ITS EXPLANATION ON WHAT WAS TO BE COVERED,WHAT,2
IT'S EVERYTHING I THOUGHT THE CLASS WOULD BE AND IT WAS FAIR TO ITS EXPLANATION ON WHAT WAS TO BE COVERED,EVERYTHING,2
IT'S EVERYTHING I THOUGHT THE CLASS WOULD BE AND IT WAS FAIR TO ITS EXPLANATION ON WHAT WAS TO BE COVERED,THE CLASS,2
"ALONG WITH THE BOOKS, IT COVERED EVERYTHING I NEEDED AND A LOT MORE; IN A VERY PRACTICAL USEFUL WAY RATHER THAN THEORY",A LOT,2
"ALONG WITH THE BOOKS, IT COVERED EVERYTHING I NEEDED AND A LOT MORE; IN A VERY PRACTICAL USEFUL WAY RATHER THAN THEORY",EVERYTHING,2
"ALONG WITH THE BOOKS, IT COVERED EVERYTHING I NEEDED AND A LOT MORE; IN A VERY PRACTICAL USEFUL WAY RATHER THAN THEORY",THEORY,2
"ALONG WITH THE BOOKS, IT COVERED EVERYTHING I NEEDED AND A LOT MORE; IN A VERY PRACTICAL USEFUL WAY RATHER THAN THEORY",A VERY PRACTICAL USEFUL WAY,2
"ALONG WITH THE BOOKS, IT COVERED EVERYTHING I NEEDED AND A LOT MORE; IN A VERY PRACTICAL USEFUL WAY RATHER THAN THEORY",THE BOOKS,2
THANK YOU PROFESSOR FOR SHARING,SHARING,2
THANK YOU PROFESSOR FOR SHARING,YOU,2
I WILL CHECK BACK IN WHEN I START RUNNING MY FIRST HEDGE FUND,MY FIRST HEDGE FUND,2
CHEERS,CHEERS,2
This is the best financial markets course that you will ever come across,This,2
This is the best financial markets course that you will ever come across,you,2
This is the best financial markets course that you will ever come across,the best financial markets,2
The way the professor explains each and every single topic backed with innumerous examples is simply enthralling,The way,2
The way the professor explains each and every single topic backed with innumerous examples is simply enthralling,every single topic,2
The way the professor explains each and every single topic backed with innumerous examples is simply enthralling,innumerous examples,2
The way the professor explains each and every single topic backed with innumerous examples is simply enthralling,each,2
The way the professor explains each and every single topic backed with innumerous examples is simply enthralling,the professor,2
The amount of experience that he brings to the class is unmatched,experience,2
The amount of experience that he brings to the class is unmatched,the class,2
The amount of experience that he brings to the class is unmatched,The amount,2
The amount of experience that he brings to the class is unmatched,that,2
It's a huge privilege attending his class,his class,2
It's a huge privilege attending his class,a huge privilege,2
"Even if you don't have any idea about finance, this course will leave you amazed",any idea,2
"Even if you don't have any idea about finance, this course will leave you amazed",this course,2
"Even if you don't have any idea about finance, this course will leave you amazed",finance,2
"Even if you don't have any idea about finance, this course will leave you amazed",you,2
Highly Recommended to every single learner out there,every single learner,2
"Un curso interesante y muy educativo, te ayuda a entender de una manera simple las estructuras y complejidades de los mercados financieros, todo esto de la mano de un gran economista, como lo es, el profesor shiller",de los mercados financieros,2
"Un curso interesante y muy educativo, te ayuda a entender de una manera simple las estructuras y complejidades de los mercados financieros, todo esto de la mano de un gran economista, como lo es, el profesor shiller",todo esto de la mano de un gran economista,2
"Un curso interesante y muy educativo, te ayuda a entender de una manera simple las estructuras y complejidades de los mercados financieros, todo esto de la mano de un gran economista, como lo es, el profesor shiller",como lo es,2
"Un curso interesante y muy educativo, te ayuda a entender de una manera simple las estructuras y complejidades de los mercados financieros, todo esto de la mano de un gran economista, como lo es, el profesor shiller",a entender de una manera simple las estructuras,2
"Un curso interesante y muy educativo, te ayuda a entender de una manera simple las estructuras y complejidades de los mercados financieros, todo esto de la mano de un gran economista, como lo es, el profesor shiller",el profesor shiller,2
"Un curso interesante y muy educativo, te ayuda a entender de una manera simple las estructuras y complejidades de los mercados financieros, todo esto de la mano de un gran economista, como lo es, el profesor shiller","Un curso interesante y muy educativo, te ayuda",2
"/ An interesting and highly educational course helps you to understand in a simple way the structures and complexities of financial markets, all this from the hand of a great economist, such as Professor Shiller",a great economist,2
"/ An interesting and highly educational course helps you to understand in a simple way the structures and complexities of financial markets, all this from the hand of a great economist, such as Professor Shiller",a simple way,2
"/ An interesting and highly educational course helps you to understand in a simple way the structures and complexities of financial markets, all this from the hand of a great economist, such as Professor Shiller",An interesting and highly educational course,2
"/ An interesting and highly educational course helps you to understand in a simple way the structures and complexities of financial markets, all this from the hand of a great economist, such as Professor Shiller",complexities,2
"/ An interesting and highly educational course helps you to understand in a simple way the structures and complexities of financial markets, all this from the hand of a great economist, such as Professor Shiller",the structures,2
"/ An interesting and highly educational course helps you to understand in a simple way the structures and complexities of financial markets, all this from the hand of a great economist, such as Professor Shiller",financial markets,2
"/ An interesting and highly educational course helps you to understand in a simple way the structures and complexities of financial markets, all this from the hand of a great economist, such as Professor Shiller",all this,2
"/ An interesting and highly educational course helps you to understand in a simple way the structures and complexities of financial markets, all this from the hand of a great economist, such as Professor Shiller",the hand,2
"/ An interesting and highly educational course helps you to understand in a simple way the structures and complexities of financial markets, all this from the hand of a great economist, such as Professor Shiller",Professor Shiller,2
"/ An interesting and highly educational course helps you to understand in a simple way the structures and complexities of financial markets, all this from the hand of a great economist, such as Professor Shiller",you,2
"The course content was excellent, as one might expect from professor Shiller",one,2
"The course content was excellent, as one might expect from professor Shiller",The course content,2
"The course content was excellent, as one might expect from professor Shiller",professor Shiller,2
"However, sometimes the questions in the quizzes could be improved to fit a more general class of people",the questions,2
"However, sometimes the questions in the quizzes could be improved to fit a more general class of people",the quizzes,2
"However, sometimes the questions in the quizzes could be improved to fit a more general class of people",a more general class,2
"However, sometimes the questions in the quizzes could be improved to fit a more general class of people",people,2
"For example, asking where the first benefit corporation was first established is not relevant to me because I do not reside and do not plan any time in the future, to reside in the US, although hearing about it in the lecture was interesting",the lecture,2
"For example, asking where the first benefit corporation was first established is not relevant to me because I do not reside and do not plan any time in the future, to reside in the US, although hearing about it in the lecture was interesting",the US,2
"For example, asking where the first benefit corporation was first established is not relevant to me because I do not reside and do not plan any time in the future, to reside in the US, although hearing about it in the lecture was interesting",the first benefit corporation,2
"For example, asking where the first benefit corporation was first established is not relevant to me because I do not reside and do not plan any time in the future, to reside in the US, although hearing about it in the lecture was interesting",any time,2
"For example, asking where the first benefit corporation was first established is not relevant to me because I do not reside and do not plan any time in the future, to reside in the US, although hearing about it in the lecture was interesting",the future,2
"For example, asking where the first benefit corporation was first established is not relevant to me because I do not reside and do not plan any time in the future, to reside in the US, although hearing about it in the lecture was interesting",example,2
"In this course, I really liked the way it was structured and delivered - in a clear and understandable way",this course,2
"In this course, I really liked the way it was structured and delivered - in a clear and understandable way",the way,2
"Also, it was very nice to listen to the Professor",the Professor,2
The assignments were very well structured and very simple to understand,The assignments,2
Every topic which was incorporated in this course was thoroughly discussed,which,2
Every topic which was incorporated in this course was thoroughly discussed,Every topic,2
Every topic which was incorporated in this course was thoroughly discussed,this course,2
I am pretty sure that I can recommend this course to all my friends who are interested in the financial industry,who,2
I am pretty sure that I can recommend this course to all my friends who are interested in the financial industry,this course,2
I am pretty sure that I can recommend this course to all my friends who are interested in the financial industry,the financial industry,2
I am pretty sure that I can recommend this course to all my friends who are interested in the financial industry,all my friends,2
"Excelente curso, su diseño y plataforma interactiva fueron maravillosas",Excelente curso,2
"Excelente curso, su diseño y plataforma interactiva fueron maravillosas",su diseño y plataforma interactiva fueron maravillosas,2
"El profesor Shiller, gran formador, se denota su pasión por la formación del capital humano y un vasto dominio de los recursos financieros y de la economía en su conjunto",financieros,2
"El profesor Shiller, gran formador, se denota su pasión por la formación del capital humano y un vasto dominio de los recursos financieros y de la economía en su conjunto",y un vasto dominio de los,2
"El profesor Shiller, gran formador, se denota su pasión por la formación del capital humano y un vasto dominio de los recursos financieros y de la economía en su conjunto",y de la,2
"El profesor Shiller, gran formador, se denota su pasión por la formación del capital humano y un vasto dominio de los recursos financieros y de la economía en su conjunto",El profesor Shiller,2
"El profesor Shiller, gran formador, se denota su pasión por la formación del capital humano y un vasto dominio de los recursos financieros y de la economía en su conjunto",la formación del capital humano,2
"El profesor Shiller, gran formador, se denota su pasión por la formación del capital humano y un vasto dominio de los recursos financieros y de la economía en su conjunto",su pasión por,2
"El profesor Shiller, gran formador, se denota su pasión por la formación del capital humano y un vasto dominio de los recursos financieros y de la economía en su conjunto",gran formador,2
"El profesor Shiller, gran formador, se denota su pasión por la formación del capital humano y un vasto dominio de los recursos financieros y de la economía en su conjunto",se denota,2
"Muchas gracias, por la oportunidad de participar y expandir mis conocimientos, los cuales aplicaré en el desarrollo de mi área en el manejo y gestión de los bosques tropicales",Muchas gracias,2
"Muchas gracias, por la oportunidad de participar y expandir mis conocimientos, los cuales aplicaré en el desarrollo de mi área en el manejo y gestión de los bosques tropicales",área en el manejo y gestión de los bosques,2
"Muchas gracias, por la oportunidad de participar y expandir mis conocimientos, los cuales aplicaré en el desarrollo de mi área en el manejo y gestión de los bosques tropicales",en el desarrollo de mi,2
"Muchas gracias, por la oportunidad de participar y expandir mis conocimientos, los cuales aplicaré en el desarrollo de mi área en el manejo y gestión de los bosques tropicales",por la oportunidad de participar y expandir mis conocimientos,2
"Muchas gracias, por la oportunidad de participar y expandir mis conocimientos, los cuales aplicaré en el desarrollo de mi área en el manejo y gestión de los bosques tropicales",los cuales,2
It was an exceptional course,an exceptional course,2
"It was amazing privilege to be in Robert J Shiller course, whom won Noble Prize in Economic Science",Economic Science,2
"It was amazing privilege to be in Robert J Shiller course, whom won Noble Prize in Economic Science",Robert J Shiller course,2
"It was amazing privilege to be in Robert J Shiller course, whom won Noble Prize in Economic Science",amazing privilege,2
"It was amazing privilege to be in Robert J Shiller course, whom won Noble Prize in Economic Science",Noble Prize,2
"It was amazing privilege to be in Robert J Shiller course, whom won Noble Prize in Economic Science",whom,2
"I learnt a lot about financial market history, concept behind financial tools, derivatives and inflation and so many informative topics which gave me good sight about Financial Market",which,2
"I learnt a lot about financial market history, concept behind financial tools, derivatives and inflation and so many informative topics which gave me good sight about Financial Market",inflation,2
"I learnt a lot about financial market history, concept behind financial tools, derivatives and inflation and so many informative topics which gave me good sight about Financial Market",financial tools,2
"I learnt a lot about financial market history, concept behind financial tools, derivatives and inflation and so many informative topics which gave me good sight about Financial Market",derivatives,2
"I learnt a lot about financial market history, concept behind financial tools, derivatives and inflation and so many informative topics which gave me good sight about Financial Market",so many informative topics,2
"I learnt a lot about financial market history, concept behind financial tools, derivatives and inflation and so many informative topics which gave me good sight about Financial Market",good sight,2
"I learnt a lot about financial market history, concept behind financial tools, derivatives and inflation and so many informative topics which gave me good sight about Financial Market",Financial Market,2
"I learnt a lot about financial market history, concept behind financial tools, derivatives and inflation and so many informative topics which gave me good sight about Financial Market",a lot,2
"I learnt a lot about financial market history, concept behind financial tools, derivatives and inflation and so many informative topics which gave me good sight about Financial Market",financial market history,2
Special Thanks to Yale University for providing this course for free for all students around the world,Yale University,2
Special Thanks to Yale University for providing this course for free for all students around the world,all students,2
Special Thanks to Yale University for providing this course for free for all students around the world,this course,2
Special Thanks to Yale University for providing this course for free for all students around the world,the world,2
Special Thanks to Yale University for providing this course for free for all students around the world,Special Thanks,2
I really enjoyed this Financial Market course,this Financial Market course,2
"I would recommend anyone who is interested in advancing his or her career in the financial services industry, and/or those who would like to gain financial knowledge to be able to make better personal finance decisions, to take this course",the financial services industry,2
"I would recommend anyone who is interested in advancing his or her career in the financial services industry, and/or those who would like to gain financial knowledge to be able to make better personal finance decisions, to take this course",anyone,2
"I would recommend anyone who is interested in advancing his or her career in the financial services industry, and/or those who would like to gain financial knowledge to be able to make better personal finance decisions, to take this course",this course,2
"I would recommend anyone who is interested in advancing his or her career in the financial services industry, and/or those who would like to gain financial knowledge to be able to make better personal finance decisions, to take this course",who,2
"I would recommend anyone who is interested in advancing his or her career in the financial services industry, and/or those who would like to gain financial knowledge to be able to make better personal finance decisions, to take this course",better personal finance decisions,2
"I would recommend anyone who is interested in advancing his or her career in the financial services industry, and/or those who would like to gain financial knowledge to be able to make better personal finance decisions, to take this course",those,2
"I would recommend anyone who is interested in advancing his or her career in the financial services industry, and/or those who would like to gain financial knowledge to be able to make better personal finance decisions, to take this course",financial knowledge,2
"I would recommend anyone who is interested in advancing his or her career in the financial services industry, and/or those who would like to gain financial knowledge to be able to make better personal finance decisions, to take this course",his or her career,2
Professor Shiller is truly an inspirational person and his course would make you look at the world in a completely different way,a completely different way,2
Professor Shiller is truly an inspirational person and his course would make you look at the world in a completely different way,an inspirational person,2
Professor Shiller is truly an inspirational person and his course would make you look at the world in a completely different way,the world,2
Professor Shiller is truly an inspirational person and his course would make you look at the world in a completely different way,Professor Shiller,2
Professor Shiller is truly an inspirational person and his course would make you look at the world in a completely different way,his course,2
Professor Shiller is truly an inspirational person and his course would make you look at the world in a completely different way,you,2
A very good course for people who are new to financial markets and like to know more about it,financial markets,2
A very good course for people who are new to financial markets and like to know more about it,people,2
A very good course for people who are new to financial markets and like to know more about it,who,2
A very good course for people who are new to financial markets and like to know more about it,A very good course,2
A great course which shows you the landscape of the modern markets and how they came to the point we are now,which,2
A great course which shows you the landscape of the modern markets and how they came to the point we are now,they,2
A great course which shows you the landscape of the modern markets and how they came to the point we are now,the point,2
A great course which shows you the landscape of the modern markets and how they came to the point we are now,the modern markets,2
A great course which shows you the landscape of the modern markets and how they came to the point we are now,the landscape,2
A great course which shows you the landscape of the modern markets and how they came to the point we are now,A great course,2
A great course which shows you the landscape of the modern markets and how they came to the point we are now,you,2
At the end I had a good general overview of the working of different markets and what the general principals are,the general principals,2
At the end I had a good general overview of the working of different markets and what the general principals are,the end,2
At the end I had a good general overview of the working of different markets and what the general principals are,what,2
At the end I had a good general overview of the working of different markets and what the general principals are,a good general overview,2
At the end I had a good general overview of the working of different markets and what the general principals are,the working,2
At the end I had a good general overview of the working of different markets and what the general principals are,different markets,2
Robert Shiller is a very good teacher and really makes you enthusiastic about the financial world,Robert Shiller,2
Robert Shiller is a very good teacher and really makes you enthusiastic about the financial world,the financial world,2
Robert Shiller is a very good teacher and really makes you enthusiastic about the financial world,a very good teacher,2
Robert Shiller is a very good teacher and really makes you enthusiastic about the financial world,you,2
Very good introductory course to financial markets,financial markets,2
Very good introductory course to financial markets,Very good introductory course,2
Provides a great understanding of the financial framework that is central in a capitalist society,a great understanding,2
Provides a great understanding of the financial framework that is central in a capitalist society,the financial framework,2
Provides a great understanding of the financial framework that is central in a capitalist society,a capitalist society,2
Provides a great understanding of the financial framework that is central in a capitalist society,that,2
"I appreciated the clear explanations of professor Schiller, as well as the historical context regarding the various financial tools that are available nowadays (insurance, stocks, options ,etc",the clear explanations,2
"I appreciated the clear explanations of professor Schiller, as well as the historical context regarding the various financial tools that are available nowadays (insurance, stocks, options ,etc",professor Schiller,2
"I appreciated the clear explanations of professor Schiller, as well as the historical context regarding the various financial tools that are available nowadays (insurance, stocks, options ,etc",options,2
"I appreciated the clear explanations of professor Schiller, as well as the historical context regarding the various financial tools that are available nowadays (insurance, stocks, options ,etc",the various financial tools,2
"I appreciated the clear explanations of professor Schiller, as well as the historical context regarding the various financial tools that are available nowadays (insurance, stocks, options ,etc",the historical context,2
